sentence1,sentence2,score
"['mandela', 'back', 'hospital', 'äėserious', 'stableäô', 'condition']","['nelson', 'mandela', 'returns', 'hospital', 'äėserious', 'stableäô', 'condition']",5.0
"['east', 'harlem', 'explosion', 'death', 'toll', 'rises']","['mexico', 'storm', 'death', 'toll', 'continues', 'rise']",0.0
"['ukrainian', 'prime', 'minister', 'resigns', 'amid', 'protests']","['british', 'prime', 'minister', 'condemns', 'murder', 'teens']",0.0
"['royal', 'hoax', 'dj', 'takes', 'action', 'station']","['taliban', 'bombs', 'us', 'base', 'afghanistan']",0.0
"['arsenal', 'v', 'stoke', 'city', 'äď', 'live']","['tottenham', 'v', 'manchester', 'city', 'äď', 'live']",2.2
"['business', 'news', 'markets', 'happened', 'april', 'num', 'num']","['business', 'news', 'markets', 'happened', 'june', 'num', 'num']",2.4
"['iran', 'world', 'powers', 'begin', 'new', 'round', 'nuclear', 'talks']","['iran', 'world', 'powers', 'pledge', 'new', 'nuclear', 'talks']",4.2
"['tropical', 'storm', 'karen', 'targets', 'us', 'gulf', 'coast']","['tropical', 'storm', 'karen', 'weakens', 'nears', 'us', 'gulf', 'coast']",2.6
"['workers', 'killed', 'india', 'building', 'collapse']","['num', 'killed', 'bangladesh', 'building', 'collapse']",3.0
"['north', 'korea', 'fires', 'three', 'shortrange', 'missiles']","['n', 'korea', 'fires', 'shortrange', 'missiles']",3.8
"['car', 'bomb', 'kills', 'num', 'northwest', 'pakistan']","['bomb', 'kills', 'three', 'northwest', 'pakistan']",2.6
"['malaysia', 'airlines', 'loses', 'contact', 'plane', 'carrying', 'num', 'beijing']","['malaysia', 'airlines', 'plane', 'vanishes', 'flight', 'beijing']",4.0
"['microsoft', 'says', 'cut', 'num', 'jobs']","['microsoft', 'cut', 'num', 'jobs', 'overhaul']",5.0
"['malaysians', 'vote', 'polls', 'stability', 'change']","['malaysia', 'elections', 'malaysians', 'vote', 'power', 'stake', 'first', 'time']",3.4
"['fire', 'destroys', 'ancient', 'tibetan', 'town', 'china']","['fire', 'destroys', 'tibetan', 'town', 'china']",4.4
"['yahoo', 'agrees', 'buy', 'tumblr', 'num', 'billion', 'cash']","['yahoo', 'buy', 'tumblr', 'num', 'billion']",5.0
"['india', 'starts', 'voting', 'worlds', 'largest', 'election']","['india', 'voters', 'kick', 'worldäôs', 'biggest', 'election']",5.0
"['car', 'bomb', 'northern', 'syria', 'kills', 'least', 'num']","['syrian', 'airstrikes', 'kill', 'least', 'num', 'aleppo']",2.0
"['philippine', 'quake', 'death', 'toll', 'climbs', 'num']","['death', 'toll', 'philippines', 'quake', 'jumps', 'num']",2.8
"['search', 'ends', 'missing', 'asylumseekers']","['search', 'narrowed', 'missing', 'man']",1.4
"['ukrainian', 'president', 'orders', 'numday', 'ceasefire', 'east']","['ugandas', 'president', 'museveni', 'agrees', 'sign', 'antigays', 'bill']",0.2
"['icc', 'champions', 'trophy', 'india', 'vs', 'south', 'africa']","['champions', 'trophy', 'india', 'v', 'south', 'africalive']",4.33
"['supreme', 'court', 'takes', 'affirmative', 'action', 'michigan', 'ban', 'case']","['supreme', 'court', 'hear', 'michigan', 'affirmative', 'action', 'case']",4.4
"['headlines', 'major', 'iranian', 'newspapers', 'sept', 'num']","['headlines', 'major', 'iranian', 'newspapers', 'nov', 'num']",3.0
"['cyclone', 'leaves', 'trail', 'destruction', 'india']","['cyclone', 'phailin', 'evacuation', 'kept', 'indian', 'villagers', 'alive']",2.4
"['taliban', 'kill', 'num', 'police', 'west', 'afghanistan']","['us', 'drone', 'kills', 'two', 'eastern', 'afghanistan']",0.6000000000000001
"['thousands', 'rally', 'support', 'embattled', 'tunisia', 'government']","['thousands', 'gather', 'support', 'islamist', 'government', 'tunisia']",4.6
"['south', 'africas', 'mandela', 'taken', 'hospital']","['nelson', 'mandela', 'taken', 'hospital']",4.8
"['updated', 'two', 'explosions', 'near', 'finish', 'line', 'boston', 'marathon']","['two', 'explosions', 'boston', 'marathon', 'finish', 'line']",5.0
"['least', 'two', 'killed', 'southern', 'egypt', 'clash']","['least', 'num', 'killed', 'north', 'caucasus', 'train', 'station', 'blast']",0.4
"['winter', 'storm', 'ion', 'statebystate']","['winter', 'storm', 'janus', 'statebystate']",3.0
"['corpses', 'num', 'men', 'found', 'south', 'baghdad']","['iraqi', 'officials', 'num', 'bodies', 'found', 'south', 'baghdad']",3.6
"['bomb', 'attacks', 'kill', 'num', 'baghdads', 'christian', 'areas']","['bombs', 'kill', 'num', 'baghdad', 'christian', 'area']",3.0
"['china', 'sets', 'bo', 'xilai', 'trial', 'date']","['china', 'bo', 'xilai', 'trial', 'fourth', 'day']",3.2
"['muslims', 'prepare', 'start', 'ramadan']","['muslims', 'pray', 'end', 'divisions']",0.8
"['japan', 'scrambles', 'jets', 'russian', 'military', 'planes']","['separatists', 'ukraine', 'military', 'plane', 'several', 'dead']",0.8
"['thousands', 'britons', 'claim', 'dole', 'germany']","['thousands', 'whiteclad', 'amsterdammers', 'march', 'mhnum']",1.0
"['suspected', 'us', 'drone', 'strike', 'kills', 'num', 'pakistan']","['suspected', 'us', 'drone', 'targets', 'islamic', 'seminary', 'pakistan']",2.2
"['obama', 'sign', 'obamacare']","['obama', 'visits', 'tornado', 'hit', 'oklahoma']",0.4
"['general', 'electric', 'posts', 'num', 'profit', 'drop', 'third', 'quarter']","['ge', 'posts', 'num', 'profit', 'drop', 'third', 'quarter']",5.0
"['china', 'yuan', 'weakens', 'num', 'usd']","['china', 'yuan', 'strengthens', 'new', 'high', 'usd']",2.0
"['russia', 'finds', 'dead', 'lawyer', 'magnitsky', 'guilty', 'posthumous', 'trial']","['russia', 'convicts', 'dead', 'lawyer', 'magnitsky', 'posthumous', 'trial']",5.0
"['trayvon', 'could']","['trayvon', 'martin', 'could']",2.8
"['china', 'sends', 'largest', 'fleet', 'yet', 'disputed', 'islands']","['china', 'ships', 'enter', 'waters', 'disputed', 'islands']",3.4
"['kerrys', 'plan', 'restarting', 'talks', 'calls', 'release', 'num', 'palestinian', 'inmates']","['kerry', 'plan', 'include', 'prisoner', 'release', 'settlement', 'freeze']",3.4
"['police', 'explosion', 'belfast', 'cathedral', 'quarter']","['explosion', 'kabul', 'suicide', 'attack', 'diplomatic', 'area']",2.0
"['syrians', 'protest', 'erdogan', 'paris', 'venezuelans', 'stress', 'support', 'syria']","['turkeys', 'erdogan', 'iran', 'mend', 'ties', 'split', 'syria']",1.4
"['prime', 'minister', 'seek', 'nuclear', 'deal', 'investments', 'japan', 'visit']","['manmohan', 'hopes', 'clinch', 'nuclear', 'deal', 'japan']",3.0
"['us', 'postpones', 'missile', 'test', 'n', 'korea', 'tensions']","['embassies', 'staying', 'put', 'n', 'korea', 'despite', 'tension']",1.2
"['obama', 'meet', 'privately', 'family', 'nelson', 'mandela']","['obama', 'meet', 'mandela', 'family']",4.6
"['least', 'six', 'dead', 'us', 'shooting', 'rampage']","['least', 'num', 'dead', 'somalia', 'attacks']",0.4
"['gunmen', 'kill', 'num', 'philippine', 'political', 'violence']","['five', 'killed', 'philippines', 'volcano', 'eruption']",0.6000000000000001
"['israel', 'downs', 'drone', 'lebanon']","['israel', 'shoots', 'drone', 'lebanon']",5.0
"['israel', 'approves', 'release', 'first', 'group', 'palestinian', 'prisoners', 'ahead', 'peace', 'talks']","['syrian', 'opposition', 'confirms', 'participation', 'peace', 'talks']",1.0
"['deadly', 'clashes', 'egypt', 'marks', 'anniversary']","['violent', 'clashes', 'mark', 'anniversary', 'egypt', 'uprising']",4.6
"['nato', 'num', 'americans', 'killed', 'southern', 'afghanistan']","['roadside', 'bomb', 'kills', 'num', 'policemen', 'southern', 'afghanistan']",1.6
"['conmen', 'dressed', 'women', 'steal', 'cash']","['cctv', 'york', 'conmen', 'dress', 'women', 'trick', 'pensioners']",3.8
"['cleveland', 'kidnapper', 'ariel', 'castro', 'found', 'hanged', 'prison', 'cell']","['cleveland', 'kidnapper', 'ariel', 'castro', 'found', 'hanging', 'cell']",5.0
"['google', 'unveils', 'prototype', 'selfdriving', 'car']","['google', 'unveils', 'concept', 'selfdriving', 'car']",5.0
"['bangladesh', 'garment', 'factory', 'fire', 'kills', 'num']","['bangladesh', 'garment', 'factory', 'collapse', 'kills', 'num']",2.0
"['us', 'seeks', 'reassure', 'wary', 'gulf', 'allies', 'iran', 'deal']","['hagel', 'seeks', 'reassure', 'jittery', 'gulf', 'allies', 'iran', 'deal']",4.0
"['ukraine', 'hosts', 'äėunity', 'talksäô']","['pope', 'hits', 'äėwar', 'sell', 'armsäô', 'syria']",0.0
"['pakistans', 'musharraf', 'arrest', 'bhutto', 'assassination']","['pakistans', 'musharraf', 'arrives', 'court', 'first', 'time']",2.4
"['trial', 'date', 'set', 'egypts', 'muslim', 'brotherhood', 'chief']","['syrias', 'muslim', 'brotherhood', 'faces', 'uphill', 'battle']",2.2
"['red', 'pandaäôs', 'shortlived', 'zoo', 'escape']","['indiaäôs', 'march', 'mars']",0.0
"['israeli', 'doctors', 'could', 'tried', 'abroad', 'forcefeeding', 'palestinian', 'prisoners']","['israels', 'west', 'bank', 'control', 'costing', 'palestinian', 'economy', 'billions']",0.2
"['washington', 'pot', 'shops', 'prepare', 'historic', 'sales']","['washington', 'pot', 'shops', 'prepare', 'historic', 'sales']",5.0
"['rio', 'airport', 'workers', 'strike', 'eve', 'fifa', 'world', 'cup']","['rio', 'de', 'janeiro', 'airport', 'workers', 'strike', 'eve', 'world', 'cup']",5.0
"['son', 'top', 'muslim', 'brotherhood', 'leader', 'killed']","['egypt', 'arrests', 'muslim', 'brotherhood', 'leader', 'badie']",1.4
"['iran', 'six', 'global', 'powers', 'sign', 'landmark', 'nuclear', 'deal']","['iran', 'six', 'world', 'powers', 'clinch', 'breakthrough', 'nuclear', 'deal']",5.0
"['hotair', 'balloon', 'catches', 'fire', 'virginia']","['hot', 'air', 'balloon', 'catches', 'fire', 'crashes']",2.8
"['quotes', 'leaders', 'family', 'mandela', 'memorial']","['world', 'unites', 'mandela', 'memorial']",2.4
"['mumbai', 'indians', 'puts', 'tt', 'place']","['indonesians', 'vote', 'president', 'tight', 'race']",0.0
"['kl', 'shares', 'remain', 'higher', 'midafternoon']","['kl', 'shares', 'continue', 'uptrend', 'midafternoon']",4.4
"['papers', 'say', 'nov', 'num', 'num']","['papers', 'say', 'oct', 'num', 'num']",2.8
"['amazon', 'launches', 'new', 'device', 'streaming', 'video']","['amazon', 'unveils', 'new', 'fire', 'tv', 'streaming', 'video', 'box']",4.2
"['palestinian', 'president', 'receives', 'jordanian', 'foreign', 'minister']","['palestinian', 'arrested', 'sexually', 'harassing', 'young', 'girls']",0.0
"['obama', 'nominates', 'new', 'transportation', 'secretary']","['obama', 'meet', 'embattled', 'veterans', 'secretary']",0.2
"['china', 'yuan', 'weakens', 'num', 'usd']","['china', 'yuan', 'strengthens', 'num', 'usd', 'friday']",1.6
"['french', 'raid', 'wine', 'cellar', 'austerity', 'auction']","['us', 'praises', 'ukraine', 'deal', 'calls', 'concrete', 'action']",0.2
"['us', 'russia', 'agree', 'seizure', 'syria', 'chemical', 'weapons']","['syrian', 'rebels', 'skeptical', 'chemical', 'weapons', 'deal']",1.4
"['korea', 'mps', 'visit', 'kaesong', 'complex']","['korea', 'demands', 'talks', 'n', 'korea', 'closed', 'factory']",1.4
"['algerian', 'priest', 'lecture', 'christian', 'heritage', 'n', 'africa']","['telstra', 'applies', 'list', 'china', 'site', 'ny']",0.0
"['headlines', 'major', 'iranian', 'newspapers', 'april', 'num']","['headlines', 'major', 'iranian', 'newspapers', 'august', 'num']",3.0
"['implications', 'palestinian', 'reconciliation']","['belgian', 'king', 'address', 'nation', 'amid', 'abdication', 'speculation']",0.6000000000000001
"['hijacker', 'arrested', 'plane', 'lands', 'geneva', 'airport']","['hijacked', 'aircraft', 'lands', 'geneva']",3.0
"['pcb', 'appoints', 'waqar', 'younis', 'head', 'coach']","['waqar', 'younis', 'back', 'pakistan', 'coach']",5.0
"['us', 'makes', 'case', 'action', 'syria']","['saudi', 'urges', 'un', 'action', 'israel', 'strikes', 'syria']",2.4
"['ankara', 'protesters', 'clash', 'police']","['peru', 'protesters', 'clash', 'police']",1.8
"['num', 'killed', 'num', 'wounded', 'violent', 'attacks', 'iraq']","['num', 'killed', 'num', 'wounded', 'fresh', 'attacks', 'iraq']",2.2
"['puerto', 'rican', 'arrested', 'production', 'child', 'pornography']","['indian', 'guru', 'arrested', 'suspicion', 'rape']",0.4
"['ukraine', 'signs', 'eu', 'trade', 'pact', 'russia', 'finalizes', 'crimea', 'annexation']","['ukraines', 'top', 'court', 'dismisses', 'crimeas', 'independence', 'unconstitutional']",2.0
"['assad', 'warns', 'turkey', 'heavy', 'price', 'backing', 'syrian', 'rebels']","['cabinet', 'war', 'arming', 'syrian', 'rebels']",1.0
"['indian', 'stocks', 'close', 'lower']","['hong', 'kong', 'stocks', 'close', 'num', 'higher']",1.8
"['num', 'killed', 'num', 'wounded', 'violent', 'attacks', 'iraq']","['num', 'killed', 'num', 'wounded', 'attacks', 'iraq']",2.8
"['indian', 'rape', 'accused', 'face', 'verdicts']","['indian', 'rape', 'accused', 'found', 'guilty']",3.8
"['iran', 'nuclear', 'deal', 'agreed', 'talks']","['iran', 'nuclear', 'deal', 'sealed', 'decadeslong', 'dispute']",3.6
"['egyptian', 'military', 'spokesman', 'denounces', 'incitement', 'army']","['labor', 'ministry', 'announcement', 'due', 'monday']",0.0
"['snowden', 'sees', 'chance', 'us', 'fair', 'trial']","['snowden', 'sees', 'chance', 'get', 'fair', 'trial', 'us']",5.0
"['headlines', 'major', 'iranian', 'newspapers', 'dec', 'num']","['headlines', 'major', 'iranian', 'newspapers', 'july', 'num']",2.2
"['dozens', 'injured', 'connecticut', 'train', 'collision']","['indian', 'minister', 'killed', 'headon', 'collision']",0.2
"['queen', 'visits', 'britains', 'new', 'prince']","['queen', 'meets', 'britains', 'new', 'baby', 'prince']",5.0
"['ukraine', 'three', 'killed', 'parliament', 'protests']","['ukraine', 'president', 'calls', 'talks', 'end', 'protests']",1.0
"['ride', 'operator', 'charged', 'nc', 'fair', 'accident']","['nc', 'state', 'fair', 'ride', 'operator', 'arrested', 'accident']",4.4
"['transcript', 'reveals', 'confusion', 'evacuation', 'south', 'korean', 'ferry']","['transcript', 'reveals', 'confusion', 'ferry', 'evacuation']",3.6
"['fallen', 'us', 'firefighters', 'brought', 'home']","['wall', 'street', 'ends', 'slightly', 'lower']",0.2
"['syria', 'regime', 'agrees', 'attend', 'peace', 'conference']","['russia', 'syria', 'agrees', 'participate', 'conference']",4.8
"['uk', 'vote', 'rejects', 'military', 'action']","['britain', 'rejects', 'syria', 'military', 'action']",3.4
"['new', 'zealand', 'set', 'legalise', 'gay', 'marriage']","['new', 'zealand', 'votes', 'legalise', 'samesex', 'marriage']",4.4
"['singapore', 'stocks', 'end', 'num', 'pct']","['singapore', 'stocks', 'close', 'num', 'pct', 'higher']",3.0
"['venezuelan', 'president', 'visit', 'china']","['senegalese', 'president', 'visit', 'china']",1.8
"['cairo', 'protesters', 'defy', 'crackdown', 'threat']","['cairo', 'camps', 'protesters', 'dig', 'live']",3.6
"['missing', 'plane', 'search', 'turns', 'vietnamese', 'islands']","['missing', 'malaysia', 'airlines', 'plane', 'crashes', 'vietnam']",3.0
"['official', 'malaysia', 'airlines', 'briefs', 'relatives', 'missing', 'flight', 'passengers', 'search', 'progress']","['malaysia', 'airlines', 'investigating', 'copilot', 'missing', 'flight']",1.0
"['stars', 'pay', 'tribute', 'cory', 'monteith']","['stars', 'pay', 'tribute', 'james', 'garner']",2.2
"['los', 'angeles', 'airport', 'worker', 'charged', 'making', 'num', 'threats']","['los', 'angeles', 'airport', 'worker', 'charged', 'num', 'threats']",5.0
"['notes', 'mustreads', 'friday', 'may', 'num', 'num']","['notes', 'mustreads', 'friday', 'august', 'num', 'num']",2.2
"['cristiano', 'ronaldo', 'hattrick', 'fires', 'portugal', 'num', 'world', 'cup', 'finals']","['ronaldo', 'hattrick', 'fires', 'portugal', 'world', 'cup']",4.8
"['britains', 'prince', 'philip', 'set', 'exploratory', 'surgery']","['uks', 'prince', 'philip', 'hospitalized']",3.0
"['japan', 'starts', 'hearing', 'sales', 'tax', 'exbank', 'deputy', 'urges', 'gradual', 'rise']","['japan', 'starts', 'hearings', 'proposed', 'tax', 'hike']",3.6
"['three', 'bomb', 'attacks', 'kill', 'six', 'soldiers', 'one', 'civilian']","['school', 'bomb', 'attack', 'kills', 'two', 'southern', 'thailand']",1.0
"['italian', 'pilgrims', 'die', 'bus', 'plunge']","['passengers', 'dead', 'italy', 'bus', 'plunge']",3.8
"['strong', 'new', 'quake', 'hits', 'shattered', 'pak', 'region']","['powerful', 'new', 'earthquake', 'hits', 'shattered', 'pakistan', 'region']",5.0
"['syrian', 'opposition', 'offers', 'assad', 'truce', 'homs', 'duration', 'ramadan']","['syrian', 'opposition', 'offers', 'assads', 'forces', 'truce', 'duration', 'ramadan']",4.6
"['least', 'num', 'dead', 'somalia', 'attacks']","['least', 'num', 'die', 'iraq', 'prison', 'attack']",2.2
"['westgate', 'mall', 'attackers', 'spent', 'four', 'months', 'planning', 'nairobi']","['westgate', 'attackers', 'spent', 'four', 'months', 'planning', 'nairobi', 'says', 'official']",4.6
"['un', 'security', 'council', 'calls', 'humanitarian', 'ceasefire', 'gaza']","['un', 'security', 'council', 'calls', 'unconditional', 'ceasefire', 'gaza']",4.8
"['nummagnitude', 'quake', 'hits', 'honshu', 'japan', 'cenc']","['nummagnitude', 'earthquake', 'jolts', 'taiwan', 'cenc']",2.0
"['chinese', 'shares', 'close', 'higher', 'tuesday']","['chinese', 'shares', 'close', 'lower', 'wednesday']",2.2
"['car', 'bombs', 'kill', 'num', 'iraqi', 'capital']","['car', 'bombings', 'kill', 'num', 'civilians', 'iraqi', 'capital']",2.4
"['ukrainian', 'protesters', 'back', 'streets', 'antigovernment', 'rally']","['ukraine', 'protesters', 'topple', 'lenin', 'statue', 'kiev']",2.6
"['canadian', 'freight', 'train', 'blast', 'death', 'toll', 'hits', 'three', 'rise']","['canadian', 'government', 'monitoring', 'train', 'blast', 'situation']",2.2
"['nigel', 'farage', 'calls', 'government', 'let', 'syrian', 'refugees', 'uk']","['plans', 'resettle', 'syrian', 'refugees', 'uk']",2.4
"['israels', 'peres', 'urges', 'return', 'peace', 'talks']","['gonsalves', 'keeps', 'pressure', 'dom', 'rep']",0.2
"['china', 'yuan', 'strengthens', 'num', 'usd', 'tuesday']","['china', 'yuan', 'weakens', 'num', 'usd']",1.8
"['radio', 'israel', 'set', 'increase', 'palestinian', 'prisoner', 'release']","['us', 'israel', 'delay', 'palestinian', 'prisoner', 'release']",1.6
"['morsis', 'supporters', 'reject', 'plan']","['morsi', 'supporters', 'march', 'egypt']",2.4
"['egypt', 'court', 'sentences', 'num', 'brotherhood', 'supporters', 'death', 'sources']","['turkish', 'pm', 'tells', 'supporters', 'prepare', 'rallies']",0.2
"['obama', 'condemns', 'killing', 'num', 'israeli', 'teens']","['bodies', 'missing', 'israeli', 'teens', 'found', 'west', 'bank']",1.4
"['men', 'tried', 'behead', 'soldier', 'london', 'street', 'court', 'hears']","['australia', 'spied', 'indonesia', 'president', 'reports']",0.0
"['ukraine', 'protesters', 'rebuild', 'barricades']","['putin', 'speaks', 'ukraine', 'protesters', 'rebuild', 'barricades']",3.4
"['mel', 'smith', 'dead', 'num', 'uk', 'mourns', 'comedy', 'favourite']","['griff', 'rhys', 'jones', 'mel', 'smith', 'force', 'life']",2.4
"['three', 'dead', 'num', 'hurt', 'new', 'york', 'buildings', 'collapse']","['two', 'dead', 'nine', 'hurt', 'french', 'building', 'collapse']",1.6
"['chinese', 'shares', 'close', 'higher', 'tuesday']","['chinese', 'stocks', 'close', 'lower', 'thursday']",1.6
"['india', 'ink', 'image', 'day', 'july', 'num']","['india', 'ink', 'image', 'day', 'march', 'num']",3.0
"['asian', 'muslims', 'celebrate', 'eid', 'num', 'killed', 'afghanistan']","['asian', 'muslims', 'celebrate', 'eid', 'num', 'die', 'pakistan', 'afghanistan']",3.6
"['russian', 'coal', 'mines', 'seek', 'new', 'outlets', 'china']","['russian', 'foreign', 'minister', 'meet', 'un', 'chief']",0.4
"['ukraineäôs', 'prorussia', 'protesters', 'demand', 'greater', 'autonomy']","['sudanese', 'protesters', 'demand', 'regimes', 'ouster']",1.4
"['iraq', 'army', 'fights', 'retake', 'tikrit']","['iraq', 'army', 'claims', 'victory', 'tikrit']",3.2
"['iran', 'condemns', 'alleged', 'israeli', 'airstrike', 'syria']","['democrats', 'face', 'divide', 'strike', 'syria']",1.2
"['israel', 'agrees', 'extend', 'gaza', 'truce', 'four', 'hours']","['israel', 'hamas', 'reportedly', 'agree', 'numhour', 'truce']",2.6
"['fire', 'south', 'korean', 'bus', 'terminal', 'kills', 'num']","['korea', 'bus', 'station', 'fire', 'kills', 'seven']",3.2
"['four', 'civilians', 'three', 'nato', 'soldiers', 'killed', 'afghanistan']","['three', 'nato', 'soldiers', 'killed', 'afghanistan']",3.4
"['protesters', 'swamp', 'streets', 'reclaim', 'revolution']","['egypt', 'protesters', 'storm', 'muslim', 'brotherhoods', 'hq']",1.6
"['tokyo', 'stocks', 'open', 'num']","['tokyo', 'stocks', 'open', 'num']",2.8
"['australia', 'returns', 'asylum', 'seekers', 'sri', 'lanka', 'sea', 'transfer']","['australia', 'australia', 'hands', 'asylumseekers', 'back', 'sri', 'lanka']",4.6
"['shankill', 'blast', 'victims', 'remembered']","['crocodile', 'victims', 'body', 'recovered']",0.2
"['num', 'people', 'killed', 'twin', 'blasts', 'nigeria']","['ten', 'killed', 'new', 'blast', 'russia']",1.4
"['glee', 'star', 'cory', 'monteith', 'found', 'dead', 'hotel', 'room', 'canada']","['glee', 'star', 'cory', 'monteith', 'found', 'dead']",4.4
"['yolanda', 'death', 'toll', 'climbs', 'num']","['kenya', 'red', 'cross', 'says', 'death', 'toll', 'rises', 'num']",0.4
"['tokyo', 'stocks', 'close', 'numpc']","['tokyo', 'stocks', 'close', 'numpc']",1.8
"['iran', 'says', 'ready', 'fresh', 'round', 'nuclear', 'talks']","['irans', 'khamenei', 'renews', 'support', 'nuclear', 'talks']",3.6
"['clashes', 'continue', 'police', 'protesters', 'turkey']","['turkish', 'police', 'fight', 'protesters', 'clear', 'square']",4.4
"['refused', 'medical', 'cards', 'urged', 'contact', 'hse']","['hse', 'boss', 'defends', 'medicalcard', 'plan']",1.2
"['worldäôs', 'largest', 'building', 'opened', 'west', 'china']","['italyäôs', 'centreleft', 'splinters', 'presidential', 'vote']",0.0
"['israeli', 'lightly', 'hurt', 'stones', 'west', 'bank']","['israeli', 'troops', 'kill', 'palestinian', 'west', 'bank', 'raid']",1.2
"['death', 'toll', 'egypt', 'protests', 'rises', 'num']","['death', 'toll', 'egypt', 'violence', 'rises', 'num']",3.2
"['syrian', 'opposition', 'agree', 'landmark', 'peace', 'talks']","['syria', 'opposition', 'pressed', 'attend', 'talks']",3.0
"['poverty', 'stats', 'doubt', 'modis', 'development', 'claims']","['gm', 'start', 'taking', 'recall', 'compensation', 'claims', 'aug', 'num']",0.0
"['prorussia', 'rebels', 'hold', 'vote', 'ukraine']","['syria', 'rebels', 'killed', 'hezbollah', 'men', 'lebanon']",0.0
"['georgians', 'vote', 'new', 'president']","['ally', 'georgias', 'billionaire', 'pm', 'president', 'exit', 'polls']",2.6
"['mers', 'respiratory', 'illness', 'found', 'us', 'officials', 'confirm']","['first', 'case', 'mers', 'sarslike', 'respiratory', 'illness', 'reported', 'north', 'america']",4.2
"['eu', 'declares', 'hezbollahs', 'military', 'wing', 'terror', 'group']","['eu', 'puts', 'hezbollah', 'military', 'wing', 'terror', 'list']",4.8
"['germany', 'welcomes', 'iran', 'nuclear', 'agreement']","['syria', 'welcomes', 'irans', 'nuclear', 'deal']",1.8
"['papers', 'say', 'june', 'num', 'num']","['papers', 'say', 'aug', 'num', 'num']",2.2
"['gunmen', 'kill', 'nine', 'foreigners', 'pakistan']","['gunmen', 'kill', 'nine', 'tourists', 'pakistan']",4.8
"['num', 'indian', 'traders', 'stranded', 'china', 'sent', 'back', 'home']","['num', 'indian', 'nurses', 'stranded', 'iraq', 'return', 'home']",1.8
"['california', 'governor', 'declares', 'drought', 'emergency']","['california', 'governor', 'declares', 'drought', 'emergency', 'wildfires', 'continue', 'burn']",3.6
"['peace', 'talks', 'palestinians', 'would', 'take', 'months', 'israel', 'official']","['numyo', 'palestinian', 'girl', 'killed', 'israeli', 'raid']",0.4
"['num', 'num', 'killed', 'iraq', 'car', 'bombings']","['num', 'children', 'killed', 'syria', 'bombings']",0.6000000000000001
"['two', 'dead', 'trapped', 'latest', 'mumbai', 'building', 'collapse']","['two', 'trapped', 'us', 'building', 'collapses']",1.2
"['air', 'strikes', 'kills', 'dozens', 'northern', 'syria']","['ukraine', 'give', 'inch', 'crimea']",0.0
"['chinese', 'tourist', 'abducted', 'malaysia']","['china', 'returns', 'num', 'children', 'abducted', 'vietnam']",1.4
"['un', 'inspectors', 'hail', 'progress', 'syria', 'chemical', 'weapons']","['us', 'concluded', 'syria', 'used', 'chemical', 'weapons', 'white', 'house']",2.2
"['two', 'arrests', 'made', 'protest', 'nigel', 'farage']","['kerry', 'vows', 'progress', 'latest', 'intensive', 'mideast', 'trip']",0.0
"['gunmen', 'kill', 'num', 'libyan', 'soldiers']","['gunmen', 'kill', 'num', 'lebanese', 'troops', 'near', 'syria']",2.4
"['pictures', 'show', 'completed', 'costa', 'concordia', 'operation']","['timelapse', 'costa', 'concordia', 'operation']",4.4
"['iran', 'nuclear', 'talks', 'enter', 'third', 'day']","['iran', 'nuclear', 'talks', 'enter', 'crucial', 'third', 'day']",5.0
"['protesters', 'gather', 'brazil', 'despite', 'concessions']","['protests', 'sweep', 'brazil', 'despite', 'concession']",5.0
"['australian', 'pm', 'kevin', 'rudd', 'calls', 'election', 'num', 'september']","['australian', 'pm', 'rudd', 'calls', 'sept', 'num', 'poll']",4.6
"['iran', 'nuclear', 'talks', 'expected', 'resume', 'week']","['uk', 'iran', 'nuclear', 'talks', 'serious', 'point']",3.0
"['bangkok', 'tense', 'thai', 'election', 'eve']","['bangladesh', 'crackdown', 'escalates', 'ahead', 'election']",2.2
"['china', 'äėwill', 'protect', 'interestsäô', 'foreign', 'business']","['obama', 'äėdirectäô', 'confrontation', 'putin', 'ukraine']",0.0
"['dc', 'votes', 'decriminalize', 'marijuana']","['dc', 'votes', 'decriminalize', 'pot']",5.0
"['many', 'dead', 'asylum', 'boat', 'sinks', 'australia']","['mandela', 'spends', 'third', 'day', 'hospital']",0.0
"['north', 'koreas', 'kim', 'hails', 'execution', 'powerful', 'uncle']","['north', 'korean', 'intrigue', 'execution', 'power']",2.6
"['margaret', 'thatcher', 'dies', 'stroke']","['margaret', 'thatcher', 'dies', 'num']",4.2
"['chinese', 'president', 'arrives', 'netherlands', 'state', 'visit', 'nuclear', 'summit']","['chinese', 'president', 'arrives', 'venezuela', 'state', 'visit']",2.4
"['israel', 'sanctions', 'palestinians', 'new', 'blow', 'peace', 'talks']","['israel', 'release', 'palestinian', 'prisoners', 'part', 'deal', 'revive', 'peace', 'talks']",2.4
"['uk', 'sky', 'news', 'cameraman', 'killed', 'egypt']","['sky', 'news', 'cameraman', 'killed', 'egypt']",4.8
"['stocks', 'rise', 'early', 'trading']","['stocks', 'inch', 'higher', 'early', 'trading']",4.4
"['fbi', 'audio', 'expert', 'testifies', 'zimmerman', 'trial']","['jury', 'selection', 'begins', 'zimmermans', 'trial']",1.4
"['iranian', 'nuclear', 'talks', 'extended', 'november']","['iran', 'nuclear', 'talks', 'extended', 'november', 'num']",4.4
